644168	DRGX	dorsal root ganglia homeobox								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
2695	GIP	gastric inhibitory polypeptide								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
7143	TNR	tenascin R (restrictin, janusin)								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
9626	GUCA1C	guanylate cyclase activator 1C								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
65217	PCDH15	protocadherin-related 15								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
388551	CEACAM16	carcinoembryonic antigen-related cell adhesion molecule 16								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
388939	C2orf71	chromosome 2 open reading frame 71								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
340990	OTOG	otogelin								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
344892	RTP2	receptor (chemosensory) transporter protein 2								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
146183	OTOA	otoancorin								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
4025	LPO	lactoperoxidase								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
1409	CRYAA	crystallin, alpha A								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
7401	CLRN1	clarin 1								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
1418	CRYGA	crystallin, gamma A								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
1421	CRYGD	crystallin, gamma D								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
10941	UGT2A1	UDP glucuronosyltransferase 2 family, polypeptide A1, complex locus								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
5149	PDE6H	phosphodiesterase 6H, cGMP-specific, cone, gamma								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
5949	RBP3	retinol binding protein 3, interstitial								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
343035	RD3	retinal degeneration 3								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
50939	IMPG2	interphotoreceptor matrix proteoglycan 2								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
285093	C2orf85	chromosome 2 open reading frame 85								GO_SYSTEM_PROCESS		GO_NEUROLOGICAL_SYSTEM_PROCESS
680	BRS3	bombesin-like receptor 3								GO_SYSTEM_PROCESS		
3827	KNG1	kininogen 1								GO_SYSTEM_PROCESS		
1584	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1								GO_SYSTEM_PROCESS		
7369	UMOD	uromodulin								GO_SYSTEM_PROCESS		
1579	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11								GO_SYSTEM_PROCESS		
4879	NPPB	natriuretic peptide B								GO_SYSTEM_PROCESS		
4625	MYH7	myosin, heavy chain 7, cardiac muscle, beta								GO_SYSTEM_PROCESS		
1585	CYP11B2	cytochrome P450, family 11, subfamily B, polypeptide 2								GO_SYSTEM_PROCESS		
7471	WNT1	wingless-type MMTV integration site family, member 1									BENPORATH_ES_WITH_H3K27ME3	
257	ALX3	ALX homeobox 3									BENPORATH_ES_WITH_H3K27ME3	
2572	GAD2	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)									BENPORATH_ES_WITH_H3K27ME3	
266743	NPAS4	neuronal PAS domain protein 4									BENPORATH_ES_WITH_H3K27ME3	
340665	CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1									BENPORATH_ES_WITH_H3K27ME3	
9758	FRMPD4	FERM and PDZ domain containing 4									BENPORATH_ES_WITH_H3K27ME3	
114798	SLITRK1	SLIT and NTRK-like family, member 1									BENPORATH_ES_WITH_H3K27ME3	
440730	TRIM67	tripartite motif containing 67									BENPORATH_ES_WITH_H3K27ME3	
114788	CSMD3	CUB and Sushi multiple domains 3									BENPORATH_ES_WITH_H3K27ME3	
117154	DACH2	dachshund homolog 2 (Drosophila)									BENPORATH_ES_WITH_H3K27ME3	
80712	ESX1	ESX homeobox 1									BENPORATH_ES_WITH_H3K27ME3	
6492	SIM1	single-minded homolog 1 (Drosophila)									BENPORATH_ES_WITH_H3K27ME3	
59336	PRDM13	PR domain containing 13									BENPORATH_ES_WITH_H3K27ME3	
221938	MMD2	monocyte to macrophage differentiation-associated 2									BENPORATH_ES_WITH_H3K27ME3	
29906	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5									BENPORATH_ES_WITH_H3K27ME3	
219287	FAM123A	family with sequence similarity 123A									BENPORATH_ES_WITH_H3K27ME3	
57626	KLHL1	kelch-like 1 (Drosophila)									BENPORATH_ES_WITH_H3K27ME3	
1641	DCX	doublecortin									BENPORATH_ES_WITH_H3K27ME3	
129684	CNTNAP5	contactin associated protein-like 5									BENPORATH_ES_WITH_H3K27ME3	
84970	C1orf94	chromosome 1 open reading frame 94									BENPORATH_ES_WITH_H3K27ME3	
2692	GHRHR	growth hormone releasing hormone receptor										
4160	MC4R	melanocortin 4 receptor										
222545	GPRC6A	G protein-coupled receptor, family C, group 6, member A										
124274	GPR139	G protein-coupled receptor 139										
84435	GPR123	G protein-coupled receptor 123										
11250	GPR45	G protein-coupled receptor 45										
222611	GPR111	G protein-coupled receptor 111										
11249	NXPH2	neurexophilin 2										
3060	HCRT	hypocretin (orexin) neuropeptide precursor										
4295	MLN	motilin										
51617	HMP19	HMP19 protein										
1607	DGKB	diacylglycerol kinase, beta 90kDa										
139189	DGKK	diacylglycerol kinase, kappa										
6346	CCL1	chemokine (C-C motif) ligand 1										
85569	GALP	galanin-like peptide										
2147	F2	coagulation factor II (thrombin)										
2516	NR5A1	nuclear receptor subfamily 5, group A, member 1										
374308	PTCHD3	patched domain containing 3										
3823	KLRC3	killer cell lectin-like receptor subfamily C, member 3										
4340	MOG	myelin oligodendrocyte glycoprotein										
390243	FOLR4	folate receptor 4 (delta) homolog (mouse)										
2993	GYPA	glycophorin A (MNS blood group)										
6658	SOX3	SRY (sex determining region Y)-box 3										
399947	C11orf87	chromosome 11 open reading frame 87										
1310	COL19A1	collagen, type XIX, alpha 1										
283514	SIAH3	seven in absentia homolog 3 (Drosophila)										
440097	DBX2	developing brain homeobox 2										
158931	TCEAL6	transcription elongation factor A (SII)-like 6										
100131244	ANKRD63	ankyrin repeat domain 63										
138046	RALYL	RALY RNA binding protein-like										
5340	PLG	plasminogen										
326	AIRE	autoimmune regulator										
727857	BHLHA9	basic helix-loop-helix family, member a9										
29947	DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like										
22895	RPH3A	rabphilin 3A homolog (mouse)										
440279	UNC13C	unc-13 homolog C (C. elegans)										
23418	CRB1	crumbs homolog 1 (Drosophila)										
3596	IL13	interleukin 13										
8823	FGF16	fibroblast growth factor 16										
646643	SBK2	SH3-binding domain kinase family, member 2										
391723	HELT	helt bHLH transcription factor										
54212	SNTG1	syntrophin, gamma 1										
114786	XKR4	XK, Kell blood group complex subunit-related family, member 4										
343702	XKR7	XK, Kell blood group complex subunit-related family, member 7										
27164	SALL3	sal-like 3 (Drosophila)										
161357	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2										
8521	GCM1	glial cells missing homolog 1 (Drosophila)										
10842	PPP1R17	protein phosphatase 1, regulatory subunit 17										
1463	NCAN	neurocan										
81551	STMN4	stathmin-like 4										
90167	FRMD7	FERM domain containing 7										
220296	HEPACAM	hepatic and glial cell adhesion molecule										
85445	CNTNAP4	contactin associated protein-like 4										
140767	NRSN1	neurensin 1										
58158	NEUROD4	neurogenic differentiation 4										
85508	SCRT2	scratch homolog 2, zinc finger protein (Drosophila)										
9211	LGI1	leucine-rich, glioma inactivated 1										
56956	LHX9	LIM homeobox 9										
386618	KCTD4	potassium channel tetramerisation domain containing 4										
283576	ZDHHC22	zinc finger, DHHC-type containing 22										
30848	CTAG2	cancer/testis antigen 2										
399823	FOXI2	forkhead box I2										
114824	PNMA5	paraneoplastic antigen like 5										
341116	MS4A10	membrane-spanning 4-domains, subfamily A, member 10										
1669	DEFA4	defensin, alpha 4, corticostatin										
130120	REG3G	regenerating islet-derived 3 gamma										
57642	COL20A1	collagen, type XX, alpha 1										
613212	CTXN3	cortexin 3										
140807	KRT72	keratin 72										
253314	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B										
347731	LRRTM3	leucine rich repeat transmembrane neuronal 3										
283999	TMEM235	transmembrane protein 235										
256130	TMEM196	transmembrane protein 196										
55363	HEMGN	hemogen										
3578	IL9	interleukin 9										
7547	ZIC3	Zic family member 3										
10777	ARPP21	cAMP-regulated phosphoprotein, 21kDa										
1007	CDH9	cadherin 9, type 2 (T1-cadherin)										
10485	C1orf61	chromosome 1 open reading frame 61										
9348	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3										
64579	NDST4	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4										
9705	ST18	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)										
339221	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7										
402381	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1										
131920	TMEM207	transmembrane protein 207										
148581	UBE2U	ubiquitin-conjugating enzyme E2U (putative)										
131368	ZPLD1	zona pellucida-like domain containing 1										
6736	SRY	sex determining region Y										
641372	ACOT6	acyl-CoA thioesterase 6										
338321	NLRP9	NLR family, pyrin domain containing 9										
166752	FREM3	FRAS1 related extracellular matrix 3										
283685	GOLGA6L2	golgin A6 family-like 2										
51438	MAGEC2	melanoma antigen family C, 2										
1791	DNTT	deoxynucleotidyltransferase, terminal										
5545	PRB4	proline-rich protein BstNI subfamily 4										
390616	ANKRD34C	ankyrin repeat domain 34C										
348158	ACSM2B	acyl-CoA synthetase medium-chain family member 2B										
729627	PRR23A	proline rich 23A										
145814	PGPEP1L	pyroglutamyl-peptidase I-like										
5222	PGA5	pepsinogen 5, group I (pepsinogen A)										
147199	SCGB1C1	secretoglobin, family 1C, member 1										
400668	PRSS57	protease, serine, 57										
253582	C6orf191	chromosome 6 open reading frame 191										
146395	GSG1L	GSG1-like										
27329	ANGPTL3	angiopoietin-like 3										
2538	G6PC	glucose-6-phosphatase, catalytic subunit										
5276	SERPINI2	serpin peptidase inhibitor, clade I (pancpin), member 2										
23040	MYT1L	myelin transcription factor 1-like										
64902	AGXT2	alanine--glyoxylate aminotransferase 2										
58510	PRODH2	proline dehydrogenase (oxidase) 2										
5553	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)										
644139	PIRT	phosphoinositide-interacting regulator of transient receptor potential channels										
50964	SOST	sclerostin										
4056	LTC4S	leukotriene C4 synthase										
9350	CER1	cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis)										
80070	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20										
146325	C16orf11	chromosome 16 open reading frame 11										
341880	SLC35F4	solute carrier family 35, member F4										
57495	KIAA1239	KIAA1239										
84891	ZSCAN10	zinc finger and SCAN domain containing 10										
168417	ZNF679	zinc finger protein 679										
647589	LOC647589	uncharacterized LOC647589										
2038	EPB42	erythrocyte membrane protein band 4.2										
1610	DAO	D-amino-acid oxidase										
6906	SERPINA7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7										
1038	CDR1	cerebellar degeneration-related protein 1, 34kDa										
123876	ACSM2A	acyl-CoA synthetase medium-chain family member 2A										
56884	FSTL5	follistatin-like 5										
56163	RNF17	ring finger protein 17										
9752	PCDHA9	protocadherin alpha 9										
400629	TEX19	testis expressed 19										
646960	PRSS56	protease, serine, 56										
56136	PCDHA13	protocadherin alpha 13										
388364	TMIGD1	transmembrane and immunoglobulin domain containing 1										
1990	CELA1	chymotrypsin-like elastase family, member 1										
1758	DMP1	dentin matrix acidic phosphoprotein 1										
10876	EDDM3A	epididymal protein 3A										
285668	C5orf64	chromosome 5 open reading frame 64										
147183	KRT25	keratin 25										
64066	MMP27	matrix metallopeptidase 27										
408263	FNDC9	fibronectin type III domain containing 9										
83445	GSG1	germ cell associated 1										
1544	CYP1A2	cytochrome P450, family 1, subfamily A, polypeptide 2										
1668	DEFA3	defensin, alpha 3, neutrophil-specific										
6407	SEMG2	semenogelin II										
57379	AICDA	activation-induced cytidine deaminase										
245932	DEFB119	defensin, beta 119										
388419	BTBD17	BTB (POZ) domain containing 17										
337882	KRTAP19-1	keratin associated protein 19-1										
100131390	SP9	Sp9 transcription factor homolog (mouse)										
283677	C15orf60	chromosome 15 open reading frame 60										
285556	LOC285556	uncharacterized LOC285556										
133688	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1										
168391	GALNTL5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5										
145497	C14orf166B	chromosome 14 open reading frame 166B										
5435	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F										
389421	LIN28B	lin-28 homolog B (C. elegans)										
1370	CPN2	carboxypeptidase N, polypeptide 2										
344022	NOTO	notochord homeobox										
56955	MEPE	matrix extracellular phosphoglycoprotein										
652991	SKOR2	SKI family transcriptional corepressor 2										
152816	C4orf26	chromosome 4 open reading frame 26										
256076	COL6A5	collagen, type VI, alpha 5										
360226	PRSS41	protease, serine, 41										
64100	ELSPBP1	epididymal sperm binding protein 1										
163479	FNDC7	fibronectin type III domain containing 7										
127731	VWA5B1	von Willebrand factor A domain containing 5B1										
8756	ADAM7	ADAM metallopeptidase domain 7										
401081	FLJ22763	uncharacterized LOC401081										
441061	MARCH11	membrane-associated ring finger (C3HC4) 11										
81616	ACSBG2	acyl-CoA synthetase bubblegum family member 2										
4184	SMCP	sperm mitochondria-associated cysteine-rich protein										
84690	SPATA22	spermatogenesis associated 22										
202134	FAM153B	family with sequence similarity 153, member B										
1016	CDH18	cadherin 18, type 2										
55211	DPPA4	developmental pluripotency associated 4										
80309	SPHKAP	SPHK1 interactor, AKAP domain containing										
51146	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase										
56936	C14orf162	chromosome 14 open reading frame 162										
122046	C13orf26	chromosome 13 open reading frame 26										
10249	GLYAT	glycine-N-acyltransferase										
346288	SEPT14	septin 14										
147945	NLRP4	NLR family, pyrin domain containing 4										
54600	UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A9										
80831	APOL5	apolipoprotein L, 5										
51327	AHSP	alpha hemoglobin stabilizing protein										
9947	MAGEC1	melanoma antigen family C, 1										
284541	CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22										
642597	C18orf42	chromosome 18 open reading frame 42										
151871	DPPA2	developmental pluripotency associated 2										
126961	HIST2H3C	histone cluster 2, H3c										
100329135	LOC100329135	uncharacterized LOC100329135										
160287	LDHAL6A	lactate dehydrogenase A-like 6A										
341392	ACSM4	acyl-CoA synthetase medium-chain family member 4										
401137	C4orf40	chromosome 4 open reading frame 40										
139081	MAGEC3	melanoma antigen family C, 3										
4111	MAGEA12	melanoma antigen family A, 12										
57830	KRTAP5-8	keratin associated protein 5-8										
389073	C2orf80	chromosome 2 open reading frame 80										
160492	IFLTD1	intermediate filament tail domain containing 1										
729420	LOC729420	uncharacterized LOC729420										
285888	CNPY1	canopy 1 homolog (zebrafish)										
149699	GTSF1L	gametocyte specific factor 1-like										
643664	SLC35G6	solute carrier family 35, member G6										
400950	LOC400950	uncharacterized LOC400950										
401250	MCCD1	mitochondrial coiled-coil domain 1										
245802	MS4A6E	membrane-spanning 4-domains, subfamily A, member 6E										
440023	KRTAP5-6	keratin associated protein 5-6										
645745	MT1P2	metallothionein 1 pseudogene 2										
644070	LOC644070	germ cell-specific gene 1-like protein 2-like										
728310	GOLGA6L7P	golgin A6 family-like 7, pseudogene										
150165	XKR3	XK, Kell blood group complex subunit-related family, member 3										
388015	RTL1	retrotransposon-like 1										
100507203	LOC100507203	uncharacterized LOC100507203										
100288801	FRG2C	FSHD region gene 2 family, member C										
100271846	ERVV-2	endogenous retrovirus group V, member 2										
100288485	MTRNR2L7	MT-RNR2-like 7										
100507341	LOC100507341	uncharacterized LOC100507341										
100509620	LOC100509620	aquaporin-7-like										
101928108		&nbsp;										
102723971		&nbsp;										
105373377		&nbsp;										
414152	C10orf105	chromosome 10 open reading frame 105										
445577	C9orf129	chromosome 9 open reading frame 129										
653486	LOC653486	secretoglobin, family 1C, member 1-like										
732253	TDRG1	testis development related protein 1										
